"T";"S";"O"
0;0.000647876711598259;0
1;0.00113378437970783;0
2;0.000971815157004637;0
3;0.0014577228251142;0
4;0.0014577228251142;0
5;0.00194363040361652;0
6;0.00161969204781739;0
7;0.00178166118091333;0
8;0.0014577228251142;0
9;0.00129575360241101;0
10;0.0014577228251142;0
11;0.0014577228251142;0
12;0.00161969204781739;0
13;0.000809845934301448;0
14;0.00129575360241101;0
15;0.00113378437970783;0
16;0.000971815157004637;0
17;0.00113378437970783;0
18;0.00161969204781739;0
19;0.00129575360241101;0
20;0.00194363040361652;0
21;0.000809845934301448;0
22;0.00161969204781739;0
23;0.00178166118091333;0
24;0.00161969204781739;0
25;0.00178166118091333;0
26;0.0014577228251142;0
27;0.000971815157004637;0
28;0.000971815157004637;0
29;0.0014577228251142;0
30;0.00113378437970783;0
31;0.00113378437970783;0
32;0;0
33;0.00178166118091333;0
34;0.000971815157004637;0
35;0.00129575360241101;0
36;0.00161969204781739;0
37;0.00129575360241101;0
38;0.00129575360241101;0
39;0.00178166118091333;0
40;0.0014577228251142;0
41;0.000971815157004637;0
42;0.000809845934301448;0
43;0.0014577228251142;0
44;0.00194363040361652;0
45;0.0014577228251142;0
46;0.00178166118091333;0
47;0.0022675688490229;0
48;0.00194363040361652;0
49;0.00113378437970783;0
50;0.000971815157004637;0
51;0.00161969204781739;0
52;0.00161969204781739;0
53;0.000971815157004637;0
54;0.00113378437970783;0
55;0.00113378437970783;0
56;0.000161969043488693;0
57;0.000971815157004637;0
58;0.000485907488895071;0
59;0.000161969043488693;0
60;0.00113378437970783;0
61;0.000809845934301448;0
62;0.000809845934301448;0
63;0.000485907488895071;0
64;0.00113378437970783;0
65;0.000809845934301448;0
66;0.000647876711598259;0
67;0.000809845934301448;0
68;0.000971815157004637;0
69;0.00161969204781739;0
70;0.00178166118091333;0
71;0.00194363040361652;0
72;0.00129575360241101;0
73;0.00210559962631971;0
74;0.00194363040361652;0
75;0.0014577228251142;0
76;0.00210559962631971;0
77;0.0022675688490229;0
78;0.0022675688490229;0
79;0.0014577228251142;0
80;0.00161969204781739;0
81;0.00210559962631971;0
82;0.00161969204781739;0
83;0.00129575360241101;0
84;0.000809845934301448;0
85;0.0014577228251142;0
86;0.000809845934301448;0
87;0.000647876711598259;0
88;0.000971815157004637;0
89;0.0014577228251142;0
90;0.000809845934301448;0
91;0.000971815157004637;0
92;0.00113378437970783;0
93;0.000485907488895071;0
94;0.000971815157004637;0
95;0.000971815157004637;0
96;0.000647876711598259;0
97;0.000971815157004637;0
98;0.00210559962631971;0
99;0.0014577228251142;0
100;0.0014577228251142;0
101;0.000971815157004637;0
102;0.00178166118091333;0
103;0.00113378437970783;0
104;0.0014577228251142;0
105;0.00129575360241101;0
106;0.00194363040361652;0
107;0.0022675688490229;0
108;0.00161969204781739;0
109;0.00161969204781739;0
110;0.00178166118091333;0
111;0.00129575360241101;0
112;0.00129575360241101;0
113;0.00194363040361652;0
114;0.00291545308762999;0
115;0.00259151468702724;0
116;0.00210559962631971;0
117;0.0022675688490229;0
118;0.00194363040361652;0
119;0.00161969204781739;0
120;0.00178166118091333;0
121;0.00194363040361652;0
122;0.00194363040361652;0
123;0.00210559962631971;0
124;0.00194363040361652;0
125;0.00129575360241101;0
126;0.0014577228251142;0
127;0.00113378437970783;0
128;0.00129575360241101;0
129;0.000809845934301448;0
130;0.00129575360241101;0
131;0.0014577228251142;0
132;0.00113378437970783;0
133;0.00113378437970783;0
134;0.00113378437970783;0
135;0.000809845934301448;0
136;0.000647876711598259;0
137;0.0014577228251142;0
138;0.0022675688490229;0
139;0.00242954546432405;0
140;0.00161969204781739;0
141;0.00194363040361652;0
142;0.0022675688490229;0
143;0.00242954546432405;0
144;0.00259151468702724;0
145;0.00210559962631971;0
146;0.00210559962631971;0
