"T";"S";"O"
0;0.0019417829882307;0
2;0.00194235510420998;0
4;0.00145535548751449;0
6;0.000968212862274435;0
8;0.000602820120758004;0
10;0.000359213050889269;0
12;0.0125159892963477;0
14;0.000115597330568031;0
16;0.00947679493845459;0
18;0.00950724821231026;0
20;0.00713649579211098;0
22;0.00796481383875466;0
24;0.00975049177912167;0
26;0.00775773468497298;0
28;0.0180539333231418;0
30;0.0161129456084337;0
32;0.0243332824802061;0
34;0.0203034914722512;0
36;0.014218617166614;0
38;0.00914119091971924;0
40;0.0183398604312313;0
42;0.0160530090157158;0
44;0.0114664896088151;0
46;0.00745168351592372;0
48;0.00458350758151113;0
50;0.00271903281244215;0
52;0.00157160202697632;0
54;0.000890290036028942;0
56;0.000495835680097297;0
58;0.000271709306564815;0
60;0.0127255490645234;0
62;0.0126560673212004;0
64;0.00947312616498151;0
66;0.0190429307642538;0
68;0.0166730955374228;0
70;0.0246461834579221;0
72;0.0332117306452596;0
74;0.039784004983337;0
76;0.0314795194544461;0
78;0.021531965341036;0
80;0.0263959061912384;0
82;0.0210113594321232;0
84;0.0144108310392498;0
86;0.00915643739338212;0
88;0.00555217584573285;0
90;0.00326151270955048;0
92;0.00187191506253164;0
94;0.0138098607905608;0
96;0.0260757024319882;0
98;0.0353570571812779;0
100;0.0414159322758377;0
102;0.0325751146016863;0
104;0.0222195781538948;0
106;0.0140742452043804;0
108;0.0212531712774694;0
110;0.0177330567509191;0
112;0.0251535846453657;0
114;0.0207187655450358;0
116;0.0144288160048624;0
118;0.00924757123977142;0
120;0.0183741882079978;0
122;0.0288156197636022;0
124;0.0242205177990026;0
126;0.0297504351056841;0
128;0.0109583781844556;0
130;0.00351921500669042;0
132;0.000778066979493326;0
134;9.08595415629294e-05;0
136;0.0124360139201806;0
138;0.0124602828362548;0
140;0.00934972531274475;0
142;0.00648984276960459;0
144;0.00882882819238125;0
146;0.00720481391664569;0
148;0.00772689101599134;0
150;0.00952964797623596;0
152;0.00759637163890371;0
154;0.00521240611263591;0
156;0.0094111844260037;0
158;0.0107158403555068;0
160;0.00836148984766175;0
162;0.00568097637995306;0
164;0.00358904992569836;0
166;0.00216725214512447;0
168;0.0012684358554128;0
170;0.000725068949493874;0
172;0.0123165368559387;0
174;0.0124993579322746;0
